Source,Destination,Redirect type,ModifiedDate
/direct-debit/integration-guide,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/direct-debit/activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/direct-debit/account-linking-flows,/docs/save-payment-information,replacewith,24 Jun 2025,
/direct-debit,/docs/available-payment-channels,replacewith,24 Jun 2025,
/dashboard/navigation-inside-the-dashboard,//docs/your-dashboard,replacewith,24 Jun 2025,
/dashboard/manage-business-and-user-information,/docs/create-account,replacewith,24 Jun 2025,
/dashboard/login-to-dashboard,//docs/your-dashboard,replacewith,24 Jun 2025,
/dashboard/invite-team-member,/docs/users-permissions,replacewith,24 Jun 2025,
/dashboard/apps-and-partners,/,replacewith,24 Jun 2025,
/dashboard/2-factor-authentication,/docs/set-up-2fa,replacewith,24 Jun 2025,
/dashboard-overview,/docs/your-dashboard,replacewith,24 Jun 2025,
/credit-cards/xenshield,/docs/manage-fraud-with-xenshield,replacewith,24 Jun 2025,
/credit-cards/understanding-card-declines,/docs/cards-card-declines-and-error-codes,replacewith,24 Jun 2025,
/credit-cards/supported-currencies,/docs/available-payment-channels,replacewith,24 Jun 2025,
/credit-cards/subscriptions,/docs/cards-recurring-and-merchant-initiated-transactions,replacewith,24 Jun 2025,
/credit-cards/settlement,/docs/available-payment-channels,replacewith,24 Jun 2025,
/credit-cards/rules-and-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/credit-cards/refunds,/apidocs/refund-payment-request,replacewith,24 Jun 2025,
/credit-cards/promotions,/,replacewith,24 Jun 2025,
/credit-cards/moving-from-6-digit-bin-to-8-digit-bin,/,replacewith,24 Jun 2025,
/credit-cards/integrations/refunds,/docs/cards-refund-a-card-payment,replacewith,24 Jun 2025,
/credit-cards/integrations/promotions,/,replacewith,24 Jun 2025,
/credit-cards/integrations/multiple-charges,/docs/pay-and-save,replacewith,24 Jun 2025,
/credit-cards/integrations/installments,/,replacewith,24 Jun 2025,
/credit-cards/integrations/authentication/migration-to-3ds-2,/docs/cards-authentication-3ds2,replacewith,24 Jun 2025,
/credit-cards/integrations/authentication,/docs/cards-authentication-3ds2,replacewith,24 Jun 2025,
/credit-cards/foreign-transactions,/docs/cards-api-overview,replacewith,24 Jun 2025,
/credit-cards/faq,/docs/cards-api-overview,replacewith,24 Jun 2025,
/credit-cards/dashboard-permissions,/docs/users-permissions,replacewith,24 Jun 2025,
/credit-cards/chargebacks,/docs/understanding-chargebacks,replacewith,24 Jun 2025,
/credit-cards/authentication/dynamic-3ds,/docs/cards-authentication-3ds2,replacewith,24 Jun 2025,
/credit-cards/authentication/3ds-2,/docs/cards-authentication-3ds2,replacewith,24 Jun 2025,
/credit-cards/authentication/3ds,/docs/cards-authentication-3ds2,replacewith,24 Jun 2025,
/credit-cards/activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/credit-cards,/docs/cards-api-overview,replacewith,24 Jun 2025,
/create-a-virtual-account-via-api,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/create-a-checkout-page-via-api,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/cloudbeds-integration,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/cloudbeds,/docs/how-plug-ins-work,replacewith,24 Jun 2025,
/billing/withholding-tax-slip-23-slips-submission,/docs/indonesia-withholding-tax,replacewith,24 Jun 2025,
/billing/withholding-tax-on-gross-remittances-ph,/docs/philippines-withholding-tax,replacewith,24 Jun 2025,
/billing/reconciliation,/docs/your-invoice,replacewith,24 Jun 2025,
/billing/deduction-method,/docs/how-to-pay-bills,replacewith,24 Jun 2025,
/billing/billing-statement,/docs/transaction-fees,replacewith,24 Jun 2025,
/billing/balance,/docs/how-to-pay-bills,replacewith,24 Jun 2025,
/auto-withdrawal,/docs/auto-withdrawal,replacewith,24 Jun 2025,
/api-payouts-beta/using-payouts,/docs/integration-payouts,replacewith,24 Jun 2025,
/api-payouts-beta/testing-payouts,/docs/test-scenarios-payouts,replacewith,24 Jun 2025,
/api-payouts-beta/payouts-errors,/docs/integration-payouts,replacewith,24 Jun 2025,
/credit-cards/installments,/,replacewith,24 Jun 2025,
/api-payouts-beta/api-payouts-beta,/docs/payouts-via-api,replacewith,24 Jun 2025,
/api-payouts-beta/activation,/docs/payouts-via-api,replacewith,24 Jun 2025,
/api-integration/ip-allowlist,/docs/ip-whitelisting,replacewith,24 Jun 2025,
/api-integration/api-logs,/docs/api-keys,replacewith,24 Jun 2025,
/api-integration/api-keys,/docs/api-keys,replacewith,24 Jun 2025,
/api-integration,/docs/api-keys,replacewith,24 Jun 2025,
/docs/cards-choose-the-correct-integration,docs/available-integrations,endswith,23 Jun 2025,
/docs/choose-the-correct-integration,docs/available-integrations,endswith,23 Jun 2025,
/docs/choosing-the-correct-integration,docs/available-integrations,endswith,23 Jun 2025,
/docs/id/channel-properties,docs/id/routing-payment-channels,endswith,22 Jun 2025,
/docs/id/overview-1,docs/id/payments-via-api-overview,endswith,22 Jun 2025,
/docs/managing-disputes,docs/managing-chargebacks,endswith,20 Jun 2025,
/docs/understanding-disputes-1,docs/understanding-chargebacks,endswith,20 Jun 2025,
/apidocs/filesfile-id-1,apidocs/delete-file,endswith,19 Jun 2025,
/apidocs/filesfile-iddownload,apidocs/file-download,endswith,19 Jun 2025,
/apidocs/filesfile-id,apidocs/get-file,endswith,19 Jun 2025,
/apidocs/customers-1,apidocs/get-customer-reference-id,endswith,19 Jun 2025,
/apidocs/introduction-2,apidocs/accounts-misc-introduction,endswith,19 Jun 2025,
/apidocs/get-cross-border-payout-by-id,apidocs/get-cross-border-payout,endswith,19 Jun 2025,
/apidocs/cross-border-payout-webhook,apidocs/cross-border-payout-webhook-notification,endswith,19 Jun 2025,
/apidocs/create-a-cross-border-payout,apidocs/create-cross-border-payout,endswith,19 Jun 2025,
/apidocs/get-payment-channels,apidocs/get-payout-channels,endswith,19 Jun 2025,
/apidocs/get-all-payouts-by-reference-id,apidocs/get-all-payouts,endswith,19 Jun 2025,
/apidocs/get-payout-by-id,apidocs/get-payout,endswith,19 Jun 2025,
/apidocs/payout-webhook,apidocs/payout-webhook-notification,endswith,19 Jun 2025,
/apidocs/create-a-payout,apidocs/create-payout,endswith,19 Jun 2025,
/apidocs/introduction-1,apidocs/payouts-introduction,endswith,19 Jun 2025,
/apidocs/deactivate-recurring-plan-1,apidocs/deactivate-recurring-plan,endswith,19 Jun 2025,
/apidocs/refund-a-payment-request-1,apidocs/refund-payment-request,endswith,19 Jun 2025,
/apidocs/cancels-a-session-by-payment-session-id,apidocs/cancel-session,endswith,19 Jun 2025,
/apidocs/get-a-session-by-payment-session-id,apidocs/get-session,endswith,19 Jun 2025,
/apidocs/create-a-new-session,apidocs/create-session,endswith,19 Jun 2025,
/apidocs/cancel-and-deactivate-a-payment-token-1,apidocs/cancel-payment-token,endswith,19 Jun 2025,
/apidocs/get-the-status-of-a-payment-token-1,apidocs/get-payment-token,endswith,19 Jun 2025,
/apidocs/create-a-new-payment-token-1,apidocs/create-payment-token,endswith,19 Jun 2025,
/apidocs/capture-a-payment-1,apidocs/capture-payment,endswith,19 Jun 2025,
/apidocs/cancel-a-payment-1,apidocs/cancel-payment,endswith,19 Jun 2025,
/apidocs/get-the-status-of-a-payment-1,apidocs/get-payment,endswith,19 Jun 2025,
/apidocs/simulate-payment-test-mode-1,apidocs/simulate-payment-test-mode,endswith,19 Jun 2025,
/apidocs/cancel-a-payment-request-1,apidocs/cancel-payment-request,endswith,19 Jun 2025,
/apidocs/update-a-payment-request-1,apidocs/update-payment-request,endswith,19 Jun 2025,
/apidocs/get-the-status-of-a-payment-request-1,apidocs/get-payment-request,endswith,19 Jun 2025,
/apidocs/create-payment-request-1,apidocs/create-payment-request,endswith,19 Jun 2025,
/docs/creating-an-api-key-1,docs/payouts-creating-an-api-key,endswith,19 Jun 2025,
/docs/network-tokens,docs/cards-network-tokens,endswith,19 Jun 2025,
/docs/documentation-template,docs/cards-network-tokens,endswith,19 Jun 2025,
/docs/virtual-credit-card-processing,docs/cards-virtual-credit-card-processing,endswith,19 Jun 2025,
/docs/card-token-migration,docs/cards-token-migration,endswith,19 Jun 2025,
/docs/address-verification-service,docs/cards-address-verification-service,endswith,19 Jun 2025,
/docs/address-verification-service-avs,docs/cards-address-verification-service,endswith,19 Jun 2025,
/docs/authentication-3ds2,docs/cards-authentication-3ds2,endswith,19 Jun 2025,
/docs/simulate-card-scenarios,docs/cards-simulate-card-scenarios,endswith,19 Jun 2025,
/docs/card-declines-and-error-codes,docs/cards-card-declines-and-error-codes,endswith,19 Jun 2025,
/docs/cancel-a-payment-1,docs/cards-cancel-a-payment,endswith,19 Jun 2025,
/docs/refund-a-card-payment,docs/cards-refund-a-card-payment,endswith,19 Jun 2025,
/docs/capturing-a-card-payment,docs/cards-capturing-a-card-payment,endswith,19 Jun 2025,
/docs/recurring-and-merchant-initiated-transactions,docs/cards-recurring-and-merchant-initiated-transactions,endswith,19 Jun 2025,
/docs/subscriptions-and-merchant-initiated-transactions,docs/cards-recurring-and-merchant-initiated-transactions,endswith,19 Jun 2025,
/docs/subscription-and-merchant-initiated-transactions,docs/cards-recurring-and-merchant-initiated-transactions,endswith,19 Jun 2025,
/docs/one-click-with-cvn,docs/cards-one-click-with-cvn,endswith,19 Jun 2025,
/docs/one-click-with-cvv,docs/cards-one-click-with-cvn,endswith,19 Jun 2025,
/docs/save-a-card,docs/cards-save-a-card,endswith,19 Jun 2025,
/docs/store-a-card,docs/cards-save-a-card,endswith,19 Jun 2025,
/docs/store-a-card-for-one-click,docs/cards-save-a-card,endswith,19 Jun 2025,
/docs/wix-2,docs/magento-introduction,endswith,19 Jun 2025,
/docs/wix-1,docs/wix-introduction,endswith,19 Jun 2025,
/docs/shopify-1,docs/shopify-introduction,endswith,19 Jun 2025,
/docs/id/supported-use-case,docs/id/subscriptions-features,endswith,19 Jun 2025,
/docs/kredivo-1,docs/kredivo-uat,endswith,13 Jun 2025,
/docs/create-account-regional-1,docs/create-account-regional,endswith,07 May 2025,
/docs/adding-a-withdrawal-account,docs/add-withdrawal-bank-account,endswith,29 Apr 2025,
/docs/id/security-overview,docs/id/account-security-overview,endswith,24 Apr 2025,
/docs/id/overview-8,docs/id/account-security-overview,endswith,24 Apr 2025,
/docs/how-to-pay-invoices,docs/how-to-pay-bills,endswith,08 Apr 2025,
/docs/id/auto-withdrawal-j,docs/id/auto-withdrawal,endswith,07 Apr 2025,
/docs/auto-withdrawal-j,docs/auto-withdrawal,endswith,07 Apr 2025,
/docs/overview-15,docs/bill-payment-overview,endswith,13 Mar 2025,
/apidocs/transactionstransaction-id,apidocs/get-transaction,endswith,11 Mar 2025,
/apidocs/transactions-list,apidocs/list-transactions,endswith,11 Mar 2025,
/docs/guest-checkout-one-of-transaction-1,docs/guest-checkout-test-scenarios,endswith,07 Mar 2025,
/docs/choosing-the-right-payment-product,docs/available-payment-products,endswith,07 Mar 2025,
/docs/choosing-the-right-integration,docs/available-payment-products,endswith,07 Mar 2025,
/docs/choosing-the-right-product,docs/available-payment-products,endswith,07 Mar 2025,
/docs/overview-3,docs/plug-ins-overview,endswith,07 Mar 2025,
/docs/xendit-invoice,docs/your-invoice,endswith,04 Mar 2025,
/docs/view-bills,docs/your-invoice,endswith,04 Mar 2025,
/docs/indodana,docs/indodana-paylater,endswith,21 Feb 2025,
/docs/xenplatform-api-verification,docs/xenplatform-api-verification-overview,endswith,20 Feb 2025,
/docs/overview-10,docs/identify-verification-overview,endswith,20 Feb 2025,
/docs/setting-up-webhooks-1,docs/payouts-set-up-webhooks,endswith,20 Feb 2025,
/docs/payouts-via-dashboard,docs/batch-payouts-via-dashboard,endswith,20 Feb 2025,
/docs/batch-payouts,docs/batch-payouts-via-dashboard,endswith,20 Feb 2025,
/docs/single-batch-payouts,docs/batch-payouts-via-dashboard,endswith,20 Feb 2025,
/docs/product-overview-2,docs/payouts-via-api,endswith,20 Feb 2025,
/docs/verify-merchants,docs/verify-sub-accounts,endswith,13 Feb 2025,
/docs/overview-8,docs/account-security-overview,endswith,13 Feb 2025,
/docs/overview-5,docs/balance-overview,endswith,13 Feb 2025,
/docs/payout-links,docs/test-scenarios-payout-links,endswith,13 Feb 2025,
/docs/cross-border-payouts,docs/test-scenarios-cross-border-payouts,endswith,13 Feb 2025,
/docs/payouts-1,docs/test-scenarios-payouts,endswith,13 Feb 2025,
/docs/payout-links-2,docs/integration-payout-links,endswith,13 Feb 2025,
/docs/payout-link,docs/integration-payout-links,endswith,13 Feb 2025,
/docs/cross-border-payouts-1,docs/integration-cross-border-payouts,endswith,13 Feb 2025,
/docs/cross-border-payout,docs/integration-cross-border-payouts,endswith,13 Feb 2025,
/docs/payouts-3,docs/integration-payouts,endswith,13 Feb 2025,
/docs/payout,docs/integration-payouts,endswith,13 Feb 2025,
/docs/customize-xendit-hosted-page,docs/customize-checkout-page,endswith,12 Feb 2025,
/docs/overview-13,docs/payment-links-api-overview,endswith,12 Feb 2025,
/docs/overview-11,docs/payment-sessions-overview,endswith,12 Feb 2025,
/docs/overview-12,docs/subscriptions-overview,endswith,12 Feb 2025,
/docs/pay-one-off-checkout,docs/pay-one-off-payment,endswith,12 Feb 2025,
/docs/guest-checkout,docs/pay-one-off-payment,endswith,12 Feb 2025,
/docs/overview-1,docs/payments-via-api-overview,endswith,12 Feb 2025,
/docs/setting-up-webhooks,docs/set-up-webhooks,endswith,12 Feb 2025,
/docs/setting-up-web-hooks,docs/set-up-webhooks,endswith,12 Feb 2025,
/docs/creating-an-api-key,docs/create-an-api-key,endswith,12 Feb 2025,
/docs/supported-use-case,docs/subscriptions-features,endswith,12 Feb 2025,
/docs/features-2,docs/payment-sessions-features,endswith,12 Feb 2025,
/docs/supported-use-cases,docs/payment-links-features,endswith,12 Feb 2025,
/docs/features-1,docs/payments-api-features,endswith,12 Feb 2025,
/docs/shopeepay-e-wallets-vietnam,docs/vn-shopeepay,endswith,11 Feb 2025,
/docs/shopeepay-vietnam,docs/vn-shopeepay,endswith,11 Feb 2025,
/docs/truemoney-e-wallet,docs/truemoney,endswith,11 Feb 2025,
/docs/credit-card-2,docs/th-credit-card,endswith,11 Feb 2025,
/docs/payment-channel-page-pull-6,docs/rcbc-direct-debit,endswith,11 Feb 2025,
/docs/payment-channel-page-pull-8,docs/chinabank-direct-debit,endswith,11 Feb 2025,
/docs/credit-card-1,docs/ph-credit-card,endswith,11 Feb 2025,
/docs/payment-channel-page-pull-1,docs/bpi-direct-debit,endswith,11 Feb 2025,
/docs/payment-channel-page-pull-7,docs/bdo-direct-debit,endswith,11 Feb 2025,
/docs/payment-channel-page-push-3,docs/bank-transfer,endswith,11 Feb 2025,
/docs/credit-card-4,docs/my-credit-card,endswith,11 Feb 2025,
/docs/muamalat-virtual-account-pilot,docs/muamalat-virtual-account,endswith,11 Feb 2025,
/docs/muamalat-virtual-accounts-pilot,docs/muamalat-virtual-account,endswith,11 Feb 2025,
/docs/clone-hana-virtual-accounts-pilot,docs/muamalat-virtual-account,endswith,11 Feb 2025,
/docs/permata-virtual-accounts,docs/permata-virtual-account,endswith,11 Feb 2025,
/docs/mandiri-virtual-accounts,docs/mandiri-virtual-account,endswith,11 Feb 2025,
/docs/hana-virtual-accounts,docs/hana-virtual-account,endswith,11 Feb 2025,
/docs/bss-virtual-accounts,docs/bss-virtual-account,endswith,11 Feb 2025,
/docs/bsi-virtual-accounts,docs/bsi-virtual-account,endswith,11 Feb 2025,
/docs/bri-virtual-accounts,docs/bri-virtual-account,endswith,11 Feb 2025,
/docs/bni-virtual-accounts,docs/bni-virtual-account,endswith,11 Feb 2025,
/docs/bnc-virtual-accounts,docs/bnc-virtual-account,endswith,11 Feb 2025,
/docs/bjb-virtual-accounts,docs/bjb-virtual-account,endswith,11 Feb 2025,
/docs/payment-channel-page-push-2,docs/bjb-virtual-account,endswith,11 Feb 2025,
/docs/bca-virtual-accounts,docs/bca-virtual-account,endswith,11 Feb 2025,
/docs/payment-channel-page-push,docs/bca-virtual-account,endswith,11 Feb 2025,
/docs/credit-cards,docs/id-credit-cards,endswith,11 Feb 2025,
/docs/credit-card,docs/id-credit-cards,endswith,11 Feb 2025,
/docs/activating-payment-channels,docs/activate-payment-channels,endswith,11 Feb 2025,
/docs/overview-14,docs/cards-api-overview,endswith,04 Feb 2025,
/docs/overview-9,docs/xenplatform-overview,endswith,03 Feb 2025,
/docs/product-overview,docs/cross-border-payouts-overview,endswith,03 Feb 2025,
/docs/product-overview-1,docs/payout-links-overview,endswith,03 Feb 2025,
/docs/integration-setup-1,docs/integration-setup-2,endswith,15 Jan 2025,
/docs/setup-environment-1,docs/integration-setup-2,endswith,15 Jan 2025,
/docs/integrations-2,docs/integration-guide-2,endswith,15 Jan 2025,
/docs/settlements,docs/settlements-overview,endswith,10 Jan 2025,
/docs/payments-api-statuses,docs/payments-api-status-lifecycle,endswith,08 Jan 2025,
/docs/payment-api-statuses,docs/payments-api-status-lifecycle,endswith,08 Jan 2025,
/docs/payment-channel-page-push-15,docs/ecpay-school,endswith,05 Jan 2025,
/docs/sm-bills,docs/sm-bills-payment,endswith,05 Jan 2025,
/docs/payment-channel-page-push-13,docs/sm-bills-payment,endswith,05 Jan 2025,
/docs/payment-channel-page-push-12,docs/robinson-bills,endswith,05 Jan 2025,
/docs/payment-channel-page-push-11,docs/ussc,endswith,05 Jan 2025,
/docs/payment-channel-page-push-10,docs/lbc,endswith,05 Jan 2025,
/docs/payment-channel-page-push-9,docs/cvm,endswith,05 Jan 2025,
/docs/payment-channel-page-push-8,docs/m-lhuillier,endswith,05 Jan 2025,
/docs/payment-channel-page-push-7,docs/billease,endswith,02 Jan 2025,
/docs/payment-channel-page-push-6,docs/qrph,endswith,02 Jan 2025,
/docs/batch-payouts-approval,docs/batch-payout-approval-workflows,endswith,02 Jan 2025,
/docs/batch-creation,docs/batch-cross-border-payouts,endswith,27 Dec 2024,
/docs/tokenization,docs/pay-with-tokens,endswith,09 Dec 2024,
/docs/setup-environment,docs/integration-environment-setup,endswith,09 Dec 2024,
/docs/shopeepay-e-wallets,docs/shopeepay-e-wallets-id,endswith,29 Nov 2024,
/docs/ovo-e-wallets,docs/ovo,endswith,29 Nov 2024,
/docs/dana-e-wallets,docs/ovo,endswith,29 Nov 2024,
/docs/linkaja-e-wallets,docs/linkaja,endswith,29 Nov 2024,
/docs/jeniuspay-e-wallets,docs/jeniuspay,endswith,29 Nov 2024,
/docs/dana-e-wallets-1,docs/dana,endswith,29 Nov 2024,
/docs/astrapay-e-wallets,docs/astrapay,endswith,29 Nov 2024,
/docs/kredivo-paylater,docs/kredivo,endswith,29 Nov 2024,
/docs/akulaku-paylater,docs/akulaku,endswith,29 Nov 2024,
/docs/indomaret-over-the-counter,docs/indomaret,endswith,29 Nov 2024,
/docs/alfamart-over-the-counter,docs/alfamart,endswith,29 Nov 2024,
/docs/payment-channel-page-push-5,docs/cebuana,endswith,29 Nov 2024,
/docs/payment-channel-page-push-4,docs/7-eleven,endswith,29 Nov 2024,
/docs/settlement-reconciliation,docs/settlement,endswith,29 Nov 2024,
/docs/msb,docs/msb-va,endswith,28 Nov 2024,
/docs/payment-channel-page-pull-2,docs/vnpt-wallet,endswith,28 Nov 2024,
/docs/password-policy,docs/vulnerabilities,endswith,28 Nov 2024,
/docs/xendit-fees,docs/transaction-fees,endswith,28 Nov 2024,
/docs/qr-codes,docs/qris,endswith,28 Nov 2024,
/docs/qr,docs/qris,endswith,28 Nov 2024,
/docs/your-xendit-bill,docs/your-xendit-invoice,endswith,27 Nov 2024,
/docs/momo,docs/momo-e-wallet,endswith,27 Nov 2024,
/docs/payment-channel-page-push-1,docs/momo-e-wallet,endswith,27 Nov 2024,
/docs/iluma,docs/identity-verification,endswith,27 Nov 2024,
/docs/understanding-xenshield,docs/manage-fraud-with-xenshield,endswith,26 Nov 2024,
/docs/manage-disputes,docs/manage-fraud-with-xenshield,endswith,26 Nov 2024,
/docs/best-practices-1,docs/fraud-prevention-best-practice,endswith,26 Nov 2024,
/docs/understanding-disputes,docs/understanding-payment-fraud,endswith,26 Nov 2024,
/docs/disputes,docs/fraud-risk,endswith,26 Nov 2024,
/docs/chargebacks,docs/fraud-risk,endswith,26 Nov 2024,
/docs/refunds,docs/refund,endswith,26 Nov 2024,
/docs/testing-your-integration,docs/card-test-scenarios,endswith,26 Nov 2024,
/docs/inviting-team-members,docs/invite-team-members,endswith,25 Nov 2024,
/docs/account-types,docs/sub-account-types,endswith,25 Nov 2024,
/docs/your-account,docs/get-started,endswith,25 Nov 2024,
/docs/getting-started,docs/draft,endswith,25 Nov 2024,
/docs/routing-payments,docs/xenplatform-route-payments,endswith,25 Nov 2024,
/docs/features-3,docs/xenplatform-route-payments,endswith,25 Nov 2024,
/docs/xenplatform-pricing,docs/xenplatform-fees,endswith,25 Nov 2024,
/docs/bri,docs/bri-virtual-account,endswith,19 Nov 2024,
