Source,Destination,Redirect type,ModifiedDate
/id/payment-link/integration-and-testing/payment-scenarios,https://docs.xendit.co/docs/id/payments-via-api-overview,endswith,14 Jul 2025,
/id/payment-link/integration-and-testing/payment-links-integration,/docs/payment-links-api-overview,replacewith,14 Jul 2025,
/id/payment-link/checkout-settings/analytics-setup,https://docs.xendit.co/docs/id/conversion-tracking,endswith,14 Jul 2025,
/id/payment-link/checkout-settings/checkout-settings,https://docs.xendit.co/docs/id/customize-xendit-hosted-page,endswith,14 Jul 2025,
/id/payment-link/payment-flows,https://docs.xendit.co/docs/id/payment-links-api-overview,endswith,11 Jul 2025,
/docs/id/overview-13,docs/id/payment-links-api-overview,endswith,11 Jul 2025,
/id/payment-link/payment-channels,https://docs.xendit.co/docs/id/available-payment-channels,endswith,11 Jul 2025,
/id/payment-link/batch-payment-link,https://docs.xendit.co/docs/id/how-payment-links-work,endswith,11 Jul 2025,
/id/payment-link/single-payment-link,https://docs.xendit.co/docs/id/how-payment-links-work,endswith,11 Jul 2025,
/id/payment-link,https://docs.xendit.co/docs/id/how-payment-links-work,endswith,11 Jul 2025,
/id/payment-channels-overview,https://docs.xendit.co/docs/id/available-payment-channels,endswith,11 Jul 2025,
/id/billing/withholding-tax-slip-23-slips-submission,https://docs.xendit.co/docs/id/indonesia-withholding-tax,endswith,11 Jul 2025,
/id/billing/reconciliation,https://docs.xendit.co/docs/id/your-invoice,endswith,10 Jul 2025,
/id/billing/billing-statement,https://docs.xendit.co/docs/id/your-invoice,endswith,10 Jul 2025,
/id/billing/balance,https://docs.xendit.co/docs/id/how-to-pay-bills,endswith,10 Jul 2025,
/id/billing,https://docs.xendit.co/docs/id/your-invoice,endswith,10 Jul 2025,
/id/dashboard/2-factor-authentication,https://docs.xendit.co/docs/id/set-up-2fa,endswith,10 Jul 2025,
/id/dashboard/manage-business-and-user-information,https://docs.xendit.co/docs/id/your-dashboard,endswith,10 Jul 2025,
/id/dashboard/invite-team-member/xenplatform,https://docs.xendit.co/docs/id/invite-team-members,endswith,10 Jul 2025,
/id/dashboard/invite-team-member,https://docs.xendit.co/docs/id/users-permissions,endswith,10 Jul 2025,
/id/dashboard/apps-and-partners,https://docs.xendit.co/docs/id/plug-ins-overview,endswith,10 Jul 2025,
/id/dashboard/navigation-inside-the-dashboard,https://docs.xendit.co/docs/id/your-dashboard,endswith,10 Jul 2025,
/id/dashboard/login-to-dashboard,https://docs.xendit.co/docs/id/your-dashboard,endswith,10 Jul 2025,
/id/accounts,https://docs.xendit.co/docs/id/account-security-overview,endswith,10 Jul 2025,
/id/fees-and-vat,https://docs.xendit.co/docs/id/transaction-fees,endswith,10 Jul 2025,
/id/withdrawal,/docs/id/withdrawal,replacewith,10 Jul 2025,
/docs/id/withdraw-from-a-balance,docs/id/withdrawal,endswith,10 Jul 2025,
/id/getting-started/activate-payment-method,https://docs.xendit.co/docs/id/activating-payment-channels,replacewith,10 Jul 2025,
/id/getting-started/activate-account,https://docs.xendit.co/docs/id/create-account,endswith,10 Jul 2025,
/id/getting-started/create-account,https://docs.xendit.co/docs/id/create-account,replacewith,10 Jul 2025,
/id/getting-started,/docs/id/overview,replacewith,10 Jul 2025,
/id,docs/id/overview,endswith,07 Jul 2025,
/docs/id/ip-whitelisting,docs/id/ip-allowlist,endswith,07 Jul 2025,
/docs/ip-whitelisting,docs/ip-allowlist,endswith,07 Jul 2025,
/docs/id/withholding-tax,docs/id/indonesia-withholding-tax,endswith,07 Jul 2025,
/docs/id/bill-issuing,docs/id/your-invoice,endswith,07 Jul 2025,
/docs/id/overview-7,docs/id/transaction-fees,endswith,07 Jul 2025,
/docs/id/overview-6,docs/id/reports-overview,endswith,07 Jul 2025,
/docs/id/overview-5,docs/id/balance-overview,endswith,07 Jul 2025,
/docs/choosing-the-right-payout-product,docs/available-payout-products,endswith,07 Jul 2025,
/docs/id/managing-disputes,docs/id/managing-chargebacks,endswith,07 Jul 2025,
/docs/id/manage-disputes,docs/id/manage-fraud-with-xenshield,endswith,07 Jul 2025,
/docs/id/understanding-disputes,docs/id/understanding-payment-fraud,endswith,07 Jul 2025,
/docs/id/overview-3,docs/id/plug-ins-overview,endswith,07 Jul 2025,
/docs/id/setting-up-webhooks,docs/id/set-up-webhooks,endswith,07 Jul 2025,
/docs/id/creating-an-api-key,docs/id/create-an-api-key,endswith,07 Jul 2025,
/docs/id/wix-2,docs/id/magento-introduction,endswith,07 Jul 2025,
/docs/id/wix-1,docs/id/wix-introduction,endswith,07 Jul 2025,
/docs/id/woocoomerce,docs/id/woocommerce-introduction,endswith,07 Jul 2025,
/docs/woocoomerce-introduction,docs/woocommerce-introduction,endswith,07 Jul 2025,
/docs/woocoomerce-overview,docs/woocommerce-introduction,endswith,07 Jul 2025,
/docs/woocoomerce,docs/woocommerce-introduction,endswith,07 Jul 2025,
/docs/id/shopify-1,docs/id/shopify-introduction,endswith,07 Jul 2025,
/docs/id/features-2,docs/id/payment-sessions-features,endswith,07 Jul 2025,
/docs/id/xenplatform-transaction-reports,docs/id/consolidated-reports,endswith,07 Jul 2025,
/docs/id/real-time-transactions,docs/id/xenplatform-monitoring-transactions,endswith,07 Jul 2025,
/docs/id/create-payouts-for-sub-accounts,docs/id/payouts-for-sub-accounts,endswith,07 Jul 2025,
/docs/id/transfer-between-accounts,docs/id/transfer-balances,endswith,07 Jul 2025,
/docs/id/handle-webhooks,docs/id/account-holder-webhooks,endswith,07 Jul 2025,
/docs/id/overview-2,docs/id/xenplatform-api-verification-overview,endswith,06 Jul 2025,
/docs/id/inviting-team-members,docs/id/invite-team-members,endswith,06 Jul 2025,
/docs/id/verify-merchants,docs/id/verify-sub-accounts,endswith,06 Jul 2025,
/docs/id/xenplatform-pricing,docs/id/xenplatform-fees,endswith,06 Jul 2025,
/docs/id/activating-xenplatform,docs/id/activate-xenplatform,endswith,06 Jul 2025,
/docs/enable-xenplatform,docs/activate-xenplatform,endswith,06 Jul 2025,
/docs/id/overview-9,docs/id/xenplatform-overview,endswith,06 Jul 2025,
/docs/id/access-control,docs/id/users-permissions,endswith,04 Jul 2025,
/apidocs/handling-webhooks,apidocs/webhook-behavior,endswith,01 Jul 2025,
/webhook,/docs/handling-webhooks,endswith,01 Jul 2025,
/api-reference/ewallets/get-payment-status,/apidocs/get-payment,endswith,30 Jun 2025,
/api-reference/id,/apidocs,endswith,30 Jun 2025,
/api-reference,/apidocs,endswith,30 Jun 2025,
/api-reference/payments-api/,/apidocs,endswith,30 Jun 2025,
/xendisburse/bank-codes,/docs/payouts-coverage-overview,endswith,27 Jun 2025,
/docs/id/supported-use-cases,docs/id/payment-links-features,endswith,26 Jun 2025,
/docs/id/features-1,docs/id/payments-api-features,endswith,26 Jun 2025,
/docs/id/overview-4,docs/id/payouts-overview,endswith,26 Jun 2025,
/docs/id/overview-12,docs/id/subscriptions-overview,endswith,26 Jun 2025,
/docs/id/overview-11,docs/id/payment-sessions-overview,endswith,26 Jun 2025,
/docs/id/virtual-credit-card-processing,docs/id/cards-virtual-credit-card-processing,endswith,26 Jun 2025,
/docs/id/card-token-migration,docs/id/cards-token-migration,endswith,26 Jun 2025,
/docs/id/address-verification-service-avs,docs/id/cards-address-verification-service,endswith,26 Jun 2025,
/docs/id/card-declines-and-error-codes,docs/id/cards-card-declines-and-error-codes,endswith,26 Jun 2025,
/docs/id/cancel-a-payment-1,docs/id/cards-cancel-a-payment,endswith,26 Jun 2025,
/docs/id/refund-a-card-payment,docs/id/cards-refund-a-card-payment,endswith,26 Jun 2025,
/docs/id/capturing-a-card-payment,docs/id/cards-capturing-a-card-payment,endswith,26 Jun 2025,
/docs/id/collecting-card-information,docs/id/cards-collecting-card-information,endswith,26 Jun 2025,
/docs/id/pay-and-save-1,docs/id/cards-pay-and-save,endswith,26 Jun 2025,
/docs/id/guest-checkout-one-of-transaction,docs/id/cards-guest-checkout-one-off-payment,endswith,26 Jun 2025,
/docs/id/store-a-card-for-one-click,docs/id/cards-save-a-card,endswith,26 Jun 2025,
/docs/id/documentation-template,docs/id/cards-network-tokens,endswith,26 Jun 2025,
/docs/documentation-template-14,docs/refund-payment-request,endswith,26 Jun 2025,
/docs/how-payment-links-works-api-overview,/payment-links-api-overview,endswith,26 Jun 2025,
/docs/how-payment-links-works-features,/docs/payment-links-features,endswith,26 Jun 2025,
/docs/id/all-payment-channels,docs/id/available-payment-channels,endswith,26 Jun 2025,
/docs/id/top-up-a-balance,docs/id/top-up-balance,endswith,26 Jun 2025,
/docs/id/payout-link,docs/id/integration-payout-links,endswith,26 Jun 2025,
/docs/id/payout,docs/id/integration-payouts,endswith,26 Jun 2025,
/docs/id/cross-border-payout,docs/id/integration-cross-border-payouts,endswith,26 Jun 2025,
/docs/id/setting-up-webhooks-1,docs/id/payouts-set-up-webhooks,endswith,26 Jun 2025,
/docs/id/dashboard-creation,docs/id/payout-link-via-dashboard,endswith,26 Jun 2025,
/docs/batch-payout-link,docs/payout-link-via-dashboard,endswith,26 Jun 2025,
/docs/dashboard-creation,docs/payout-link-via-dashboard,endswith,26 Jun 2025,
/docs/id/product-overview-1,docs/id/payout-links-overview,endswith,26 Jun 2025,
/docs/id/batch-creation,docs/id/batch-cross-border-payouts,endswith,26 Jun 2025,
/docs/id/product-overview,docs/id/cross-border-payouts-overview,endswith,26 Jun 2025,
/docs/id/batch-payouts-approval,docs/id/batch-payout-approval-workflows,endswith,26 Jun 2025,
/docs/id/single-batch-payouts,docs/id/batch-payouts-via-dashboard,endswith,26 Jun 2025,
/docs/id/product-overview-2,docs/id/payouts-via-api,endswith,26 Jun 2025,
/docs/id/vietnam-1,docs/id/payouts-vietnam,endswith,26 Jun 2025,
/docs/id/payout-coverage-country-1,docs/id/payouts-thailand,endswith,26 Jun 2025,
/docs/id/malaysia-1,docs/id/payouts-malaysia,endswith,26 Jun 2025,
/docs/id/payout-coverage-country,docs/id/payouts-philippines,endswith,26 Jun 2025,
/docs/id/indonesia-1,docs/id/payouts-indonesia,endswith,26 Jun 2025,
/docs/id/available-payout-channels,docs/id/payouts-coverage-overview,endswith,26 Jun 2025,
/docs/id/payout-tracking,docs/id/payout-status-lifecycle,endswith,26 Jun 2025,
/docs/id/glossary-template,docs/id/cards-simulate-card-scenarios,endswith,24 Jun 2025,
/xenpayments/virtual-account/testing,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/xenpayments/virtual-account/settlement,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/virtual-account/rules-and-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/virtual-account/onboarding-activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/xenpayments/virtual-account/making-payments,/,replacewith,24 Jun 2025,
/xenpayments/virtual-account/feature-list,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/virtual-account,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/testing,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/settlement,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/rules-and-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/payment-flow,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/onboarding-and-activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet/feature-suite,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xenpayments/retail-outlet,/docs/available-payment-channels,replacewith,24 Jun 2025,
/xendisburse/tracking-and-notifications,/docs/integration-payouts,replacewith,24 Jun 2025,
/xendisburse/limits-and-processing-times,/docs/payouts-coverage-overview,replacewith,24 Jun 2025,
/xendisburse/faq,/docs/payouts-overview,replacewith,24 Jun 2025,
/xendisburse/disbursement-errors,/docs/test-scenarios-payouts,replacewith,24 Jun 2025,
/xendisburse/channel-codes,/docs/payouts-coverage-overview,replacewith,24 Jun 2025,
/xendisburse/batch-disbursement/using-batch-disbursement,/docs/batch-payouts-via-dashboard,replacewith,24 Jun 2025,
/xendisburse/batch-disbursement/testing-batch-disbursement,/batch-payouts-via-dashboard,replacewith,24 Jun 2025,
/xendisburse/batch-disbursement/onboarding-activation,/docs/payouts-via-api,replacewith,24 Jun 2025,
/xendisburse/batch-disbursement,/batch-payouts-via-dashboard,replacewith,24 Jun 2025,
/xendisburse/apis/xendisburse-tips-best-practices,/docs/optimizing-operations,replacewith,24 Jun 2025,
/xendisburse/apis/using-disbursement,/docs/integration-payouts,replacewith,24 Jun 2025,
/xendisburse/apis/testing-disbursements,/docs/test-scenarios-payouts,replacewith,24 Jun 2025,
/xendisburse/apis/onboarding-and-activation,/docs/payouts-via-api,replacewith,24 Jun 2025,
/withdrawal,/docs/withdrawal,replacewith,24 Jun 2025,
/webhook/setup-guide/php,/apidocs/webhook-behavior,replacewith,24 Jun 2025,
/webhook/getting-started,/apidocs/webhook-behavior,replacewith,24 Jun 2025,
/webhook/faq,/docs/handling-webhooks,replacewith,24 Jun 2025,
/webhook/events,/apidocs/webhook-behavior,replacewith,24 Jun 2025,
/webhook/delivery-attempts-and-retries,/apidocs/webhook-behavior,replacewith,24 Jun 2025,
/top-up,/docs/top-up-balance,replacewith,24 Jun 2025,
/tokenization-with-payments-api,/docs/pay-and-save,replacewith,24 Jun 2025,
/test-page-2,/,replacewith,24 Jun 2025,
/subscriptions/using-your-own-linking-ui,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/subscriptions/using-xendit-linking-ui,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/subscriptions/before-integration,/docs/check-channel-activations,replacewith,24 Jun 2025,
/subscriptions-webhook,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/subscriptions-payment-failure-code,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/settlement-overview,/docs/available-payment-channels,replacewith,24 Jun 2025,
/reports/transaction,/docs/transactions-report,replacewith,24 Jun 2025,
/reports/schedule,/docs/scheduling-reports,replacewith,24 Jun 2025,
/reports/balance-report,/docs/balance-report,replacewith,24 Jun 2025,
/reports/balance,/docs/balance-report,replacewith,24 Jun 2025,
/reports/auto-withdrawal,/docs/auto-withdrawal-report,replacewith,24 Jun 2025,
/reports,/docs/reports-overview,replacewith,24 Jun 2025,
/recurring/usage-based-subscription,/docs/usage-based-subscriptions,replacewith,24 Jun 2025,
/recurring/test-setup,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/recurring/recurring-flows,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/recurring/plan-creation-via-dashboard,/docs/how-subscriptions-work,replacewith,24 Jun 2025,
/recurring/payment-channels,/docs/subscriptions-features,replacewith,24 Jun 2025,
/recurring/integration-guide,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/recurring/fixed-amount-subscription,/docs/fixed-amount-subscriptions,replacewith,24 Jun 2025,
/recurring/features/paymentlink-for-failed-autocharged,/docs/docs/recover-failed-payments,replacewith,24 Jun 2025,
/recurring/features/force-recurring-cycle-attempt,/docs/subscriptions-overview,replacewith,24 Jun 2025,
/recurring/features/features,/docs/subscriptions-features,replacewith,24 Jun 2025,
/recurring/concepts,/docs/how-subscriptions-work,replacewith,24 Jun 2025,
/recurring/archive/recurring-payment/create-recurring-payment,/docs/how-subscriptions-work,replacewith,24 Jun 2025,
/recurring/archive/recurring-payment,/docs/how-subscriptions-work,replacewith,24 Jun 2025,
/recurring,/docs/how-subscriptions-work,replacewith,24 Jun 2025,
/qr-codes/settlements,/docs/available-payment-channels,replacewith,24 Jun 2025,
/qr-codes/rules-and-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/qr-codes/payment-flows/refund,/docs/available-payment-channels,replacewith,24 Jun 2025,
/qr-codes/payment-flows/payment,/docs/available-payment-channels,replacewith,24 Jun 2025,
/qr-codes/media-assets,/,replacewith,24 Jun 2025,
/qr-codes/integrations/test-scenarios,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/qr-codes/integrations/test-guideline,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/qr-codes/chargebacks,/docs/understanding-chargebacks,replacewith,24 Jun 2025,
/qr-codes/activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/qr-codes,/docs/available-payment-channels,replacewith,24 Jun 2025,
/plugins-or-extensions,/docs/how-plug-ins-work,replacewith,24 Jun 2025,
/philippines-withholding-tax,/docs/philippines-withholding-tax,replacewith,24 Jun 2025,
/payouts/payout-flow,/docs/payouts-via-api,replacewith,24 Jun 2025,
/payouts/create-payout,/docs/payouts-via-api,replacewith,24 Jun 2025,
/payment-link/statuses,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/single-payment-link,/docs/how-payment-links-work,replacewith,24 Jun 2025,
/payment-link/reports,/docs/transactions-report,replacewith,24 Jun 2025,
/payment-link/payment-flows,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/payment-channels,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/notification-and-callback,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/multiple-payment-link,/docs/how-payment-links-work,replacewith,24 Jun 2025,
/payment-link/integration-and-testing/payment-scenarios,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/integration-and-testing/payment-links-integration,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/integration-and-testing/faq,/docs/woocoomerce-introduction,replacewith,24 Jun 2025,
/payment-link/faq,/docs/payment-links-api-overview,replacewith,24 Jun 2025,
/payment-link/checkout-settings/checkout-settings,/docs/customize-checkout-page,replacewith,24 Jun 2025,
/payment-link/checkout-settings/analytics-setup,/docs/conversion-tracking,replacewith,24 Jun 2025,
/payment-link/batch-payment-link,/docs/how-payment-links-work,replacewith,24 Jun 2025,
/payment-channels-overview,/docs/available-payment-channels,replacewith,24 Jun 2025,
/payment-api/rules-and-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/payment-api/reconciliation,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/payment-api-flow,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/overview,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/integration-guide/pre-integration-checklists,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/integration-guide/integration-guide,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/glossary,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/payment-api/faq,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/paylater/settlement,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/rules-and-limitations,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/refunds,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/payment-flows,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/media-asset,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/integrations/xeninvoice,/docs/how-payment-links-work,replacewith,24 Jun 2025,
/paylater/integrations/third-party-integrations,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/integrations/test-scenarios/general,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/integrations/best-practices,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/integrations/api,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/integrations,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/faq,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/cancellations,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/activation/kredivo-uat,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/activation/general,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater/activation,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/paylater,/docs/docs/paylater-channels,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts/product-flow,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts/process-flow,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts/operations,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts/corridors,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts/activation,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multicurrency-crossborder-payouts,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/multi-level-approval-feature,/docs/batch-payout-approval-workflows,replacewith,24 Jun 2025,
/integrations/zapier/how-to-integrate,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/zapier/features,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/zapier,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/xero/integrating-with-xero-custom-url/using-xendit-invoice-on-xero,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/xero/integrating-with-xero-custom-url,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/xero,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/woocommerce/refund,/docs/woocoomerce-introduction,replacewith,24 Jun 2025,
/integrations/woocommerce/payment-flow,/docs/woocoomerce-introduction,replacewith,24 Jun 2025,
/integrations/woocommerce/features,/docs/woocoomerce-introduction,replacewith,24 Jun 2025,
/integrations/woocommerce,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/wix/wix-payment-flow,/docs/wix-introduction,replacewith,24 Jun 2025,
/integrations/wix/how-to-integrate-with-wix,/docs/wix,replacewith,24 Jun 2025,
/integrations/wix/features,/docs/wix-introduction,replacewith,24 Jun 2025,
/integrations/wix,/docs/wix,replacewith,24 Jun 2025,
/integrations/whmcs/integration-steps,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/whmcs,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/shopify/steps-to-integrate,/docs/shopify,replacewith,24 Jun 2025,
/integrations/shopify/payment-flow,/docs/woocoomerce-introduction,replacewith,24 Jun 2025,
/integrations/shopify/features,/docs/shopify-introduction,replacewith,24 Jun 2025,
/integrations/shopify/customization,/docs/shopify,replacewith,24 Jun 2025,
/integrations/shopify,/docs/shopify,replacewith,24 Jun 2025,
/integrations/opencart/opencart-payment-flow,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/opencart/how-to-integrate-with-opencart,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/opencart,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/odoo/integration-steps,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/odoo,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/magento-m2/refund-transaction-on-magento-m2,/docs/magento-introduction,replacewith,24 Jun 2025,
/integrations/magento-m2/magento-payment-flow,/docs/magento-introduction,replacewith,24 Jun 2025,
/integrations/magento-m2/how-to-integrate-with-magento,/docs/magento,replacewith,24 Jun 2025,
/integrations/magento-m2,/docs/magento,replacewith,24 Jun 2025,
/integrations/libraries/python,/,replacewith,24 Jun 2025,
/integrations/libraries/php-composer-guide,/,replacewith,24 Jun 2025,
/integrations/libraries/php,/,replacewith,24 Jun 2025,
/integrations/libraries/node-js,/,replacewith,24 Jun 2025,
/integrations/libraries/ios-sdk,/,replacewith,24 Jun 2025,
/integrations/libraries/go,/,replacewith,24 Jun 2025,
/integrations/libraries/android-sdk/using-xendit-android-sdk,/,replacewith,24 Jun 2025,
/integrations/libraries/android-sdk/how-to-install-android-sdk,/,replacewith,24 Jun 2025,
/integrations/libraries/android-sdk,/,replacewith,24 Jun 2025,
/integrations/libraries,/,replacewith,24 Jun 2025,
/integrations/ecwid/integration-steps,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/ecwid/features,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/ecwid/customization,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/ecwid,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations/easy-digital-downloads,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/integrations,/,replacewith,24 Jun 2025,
/installation-for-cloudbeds-booking-page-v3,/docs/plug-ins-overview,replacewith,24 Jun 2025,
/idr-crossborder-payout/start-testing,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/idr-crossborder-payout/set-your-callback-url,/docs/payouts-set-up-webhooks,replacewith,24 Jun 2025,
/idr-crossborder-payout/set-up-your-account,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/idr-crossborder-payout/retrieve-your-api-key,/docs/payouts-creating-an-api-key,replacewith,24 Jun 2025,
/idr-crossborder-payout/prefunding-your-remittance-balance,/docs/cross-border-payouts-overview,replacewith,24 Jun 2025,
/idr-crossborder-payout/postman-collection,/,replacewith,24 Jun 2025,
/getting-started/create-account,/docs/create-account,replacewith,24 Jun 2025,
/getting-started/activate-payment-method,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/getting-started/activate-account,/docs/overview,replacewith,24 Jun 2025,
/getting-started,/docs/overview,replacewith,24 Jun 2025,
/fees-and-vat,/docs/value-added-tax-vat,replacewith,24 Jun 2025,
/ewallet/settlements,/docs/available-payment-channels,replacewith,24 Jun 2025,
/ewallet/rules-and-limitation,/docs/available-payment-channels,replacewith,24 Jun 2025,
/ewallet/payment-flows/void-and-refund,/docs/available-payment-channels,replacewith,24 Jun 2025,
/ewallet/payment-flows/tokenized-payment,/docs/pay-and-save,replacewith,24 Jun 2025,
/ewallet/payment-flows/one-time-payment,/docs/pay-one-off-payment,replacewith,24 Jun 2025,
/ewallet/media-assets,/,replacewith,24 Jun 2025,
/ewallet/integrations/test-scenarios,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/ewallet/integrations/test-guideline,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/ewallet/integrations/errors,/docs/docs/error-scenarios,replacewith,24 Jun 2025,
/ewallet/integrations/best-practices,/docs/integration-security,replacewith,24 Jun 2025,
/ewallet/integrations,/docs/payments-via-api-overview,replacewith,24 Jun 2025,
/ewallet/checkout-methods,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/ewallet/chargebacks,/docs/understanding-chargebacks,replacewith,24 Jun 2025,
/ewallet/activation,/docs/activate-payment-channels,replacewith,24 Jun 2025,
/ewallet,/docs/available-payment-channels,replacewith,24 Jun 2025,
/early-settlement/pricing-billing-limits,/docs/early-settlement,replacewith,24 Jun 2025,
/early-settlement/navigation,/docs/early-settlement,replacewith,24 Jun 2025,
/early-settlement/faqs,/docs/early-settlement,replacewith,24 Jun 2025,
/early-settlement/channels,/docs/early-settlement,replacewith,24 Jun 2025,
/early-settlement/activation,/docs/early-settlement,replacewith,24 Jun 2025,
/early-settlement,/docs/early-settlement,replacewith,24 Jun 2025,
/docs-test-page,/,replacewith,24 Jun 2025,
/disbursement-channels,/docs/payouts-coverage-overview,replacewith,24 Jun 2025,
/disbursement,/docs/payouts-overview,replacewith,24 Jun 2025,
/direct-debit/rules-limitations,/docs/available-payment-channels,replacewith,24 Jun 2025,
/direct-debit/payment-flow,/docs/available-payment-channels,replacewith,24 Jun 2025,
/direct-debit/integration-guide/payment-scenarios,/docs/simulate-error-scenarios,replacewith,24 Jun 2025,
/direct-debit/integration-guide/handling-invalid-expired-tokens,/docs/save-payment-information,replacewith,24 Jun 2025,
/direct-debit/integration-guide/account-unlinking,/docs/save-payment-information,replacewith,24 Jun 2025,
/direct-debit/integration-guide/account-linking/account-linking-flow,/docs/save-payment-information,replacewith,24 Jun 2025,
/direct-debit/integration-guide/account-linking,/docs/save-payment-information,replacewith,24 Jun 2025,
